Unique_Seq_ID	Mod_Count	Mod_Description	Monoisotopic_Mass
1	0		4950.4978446
2	0		4535.4710972
3	0		3313.7516164
4	0		3674.8023826
5	0		3064.5802752
6	0		3845.9395341
7	0		3069.5994262
8	0		3884.8994462
9	0		3828.9606034
10	0		3487.7199263
11	0		2156.0894572
12	0		2562.3436071
13	0		3376.6694876
14	0		3138.6282827
15	0		3337.7273330
16	0		2387.2178768
17	0		3459.7546982
18	0		3442.6713192
19	0		3508.8663050
20	0		2824.3583228
21	0		2913.4592685
22	0		3397.7689075
23	0		4084.8773858
24	0		3535.7714180
25	0		2499.3331761
26	0		3129.6596278
27	0		2938.4931070
28	0		3841.9598779
29	0		2212.1810433
30	0		3285.7607288
31	0		2427.3259711
32	0		1937.9554159
33	0		3132.5759722
34	0		3727.7204546
35	0		3072.5514762
36	0		3024.6237790
37	0		3371.8298630
38	0		3586.7537929
39	0		3491.8986057
40	0		2884.4452893
41	0		3524.7356440
42	0		4544.1553921
43	0		2900.4377038
44	0		3409.6379699
45	0		2417.2688512
46	0		4899.3488046
47	0		2177.1778182
48	0		2780.3801924
49	0		2333.1861867
50	0		3331.6054100
51	0		1999.0836348
52	0		3034.6483499
53	0		1933.9744236
54	0		3450.6764051
55	0		2755.3485598
56	0		2374.1619608
57	0		3246.5654089
58	0		2075.0421643
59	0		3580.7969052
60	0		2372.3466489
61	0		3215.6283402
62	0		3402.6739055
63	0		4548.1072048
64	0		2307.9701316
65	0		3935.9296498
66	0		3700.9786374
67	0		3024.5977561
68	0		2254.1745064
69	0		2062.0693790
70	0		2529.3589973
71	0		2489.3012094
72	0		2431.2952656
73	0		2905.3649921
74	0		2224.2499768
75	0		2200.2214543
76	0		2933.3540372
77	0		2197.0320033
78	0		2820.3791329
79	0		2814.4121591
80	0		2379.1779331
81	0		2214.0585500
82	0		1965.9754831
83	0		2021.9037735
84	0		2295.0992951
85	0		3176.6432530
86	0		2129.1367282
87	0		2337.2327432
88	0		1847.9740321
89	0		2751.4839262
90	0		3304.7382085
91	0		2432.1243149
92	0		2030.0166771
93	0		3149.6581878
94	0		2765.4386949
95	0		2074.0905058
96	0		2382.2463419
97	0		1942.0709059
98	0		1989.0642356
99	0		4091.0784132
100	0		2140.9660367
101	0		3850.8800470
102	0		3265.6691426
103	0		2769.3972244
104	0		1988.9975261
105	0		1928.9227237
106	0		3316.6753346
107	0		2464.3068310
108	0		2075.0931496
109	0		3779.8285488
110	0		2321.1538285
111	1	Plus1Oxy:19	2578.3385071
112	0		3807.9391426
113	0		2410.2953979
114	0		4787.2885172
115	0		2417.3025455
116	0		1976.9591083
117	0		2876.3471772
118	0		3800.9259354
119	0		2612.3981406
120	0		2117.0487012
121	0		2249.1546983
122	0		2875.4350600
123	0		1743.8678452
124	0		2368.2021701
125	0		2359.2494520
126	0		3395.7334675
127	0		3609.6588201
128	0		2200.2030179
129	0		3074.5823833
130	0		1961.0356273
131	0		1906.9392428
132	0		3213.7337331
133	0		2796.5345666
134	0		2053.1683034
135	0		2480.2633273
136	1	Plus1Oxy:1	2390.1568608
137	0		2967.4774002
138	0		2412.1113669
139	0		3426.7629053
140	0		2325.1640004
141	0		3995.8966345
142	0		3017.4881534
143	0		2851.4424557
144	0		2093.0388059
145	0		1939.9923827
146	0		2290.0633594
147	0		2086.0594837
148	0		2716.2907254
149	0		1945.0043287
150	0		3542.7349760
151	0		3008.4725615
152	0		2970.5747978
153	0		3102.5256550
154	0		3582.8356745
155	0		2111.0129847
156	0		2404.2228305
157	0		2140.0363528
158	0		3505.7112054
159	0		2350.2432491
160	0		2481.1480855
161	0		3281.6501350
162	0		2669.3043880
163	0		2959.3834175
164	0		2097.0337199
165	0		3319.8138222
166	0		4589.3691375
167	0		2881.4860343
168	0		2996.4918458
169	0		1717.9613497
170	0		2102.0543977
171	0		2154.1054870
172	0		1943.9713418
173	0		3317.5331191
174	0		2968.5193946
175	0		1892.9631347
176	0		2269.1874370
177	0		2242.1268903
178	0		2248.9905328
179	0		2478.2124569
180	0		2092.9853210
181	0		3108.6453721
182	0		2193.2077808
183	0		3301.6729783
184	0		1965.0166196
185	0		2275.1418251
186	0		3887.0103275
187	0		3612.7049386
188	0		3364.6755473
189	0		2187.0734629
190	0		2563.2449593
191	0		3096.6051518
192	0		1660.8015556
193	0		1964.0213715
194	0		2263.2170939
195	0		1954.0482523
196	0		3048.5555026
197	0		1762.9365305
198	0		2540.3947713
199	0		2257.1436567
200	0		2753.4346685
201	0		3441.6628064
202	0		2204.0595986
203	0		2239.1411461
204	0		4273.9390258
205	0		2295.1381792
206	0		1829.9423420
207	0		4461.3276669
208	0		3261.7892513
209	0		2133.1502694
210	0		2013.1179113
211	0		2795.5042700
212	0		2927.4259476
213	0		2108.1112410
214	0		2305.0247983
215	0		2893.4894037
216	0		3675.8028025
217	0		3649.6876191
218	0		3416.7874772
219	0		4572.1496491
220	0		1813.9970772
221	0		1896.8886489
222	0		2077.0764407
223	0		2981.5034112
224	0		2400.2317521
225	0		2192.1258418
226	0		2849.3654594
227	0		1892.9665040
228	0		2180.0483672
229	0		3505.7259969
230	0		3757.9023666
231	0		2088.1326443
232	0		3372.7208535
233	0		2009.9437181
234	0		3668.8717934
235	0		2429.2225713
236	0		2981.5141763
237	0		2628.3910214
238	0		1987.9486024
239	0		2147.1724447
240	0		2323.2746052
241	1	Plus1Oxy:4	3050.6432499
