Result_ID	Unique_Seq_ID
1	1
2	2
3	2
4	2
5	3
6	4
7	5
8	6
9	7
10	7
11	8
12	9
13	10
14	9
15	9
16	9
17	10
18	11
19	11
20	11
21	11
22	11
23	11
24	11
25	11
26	12
27	13
28	14
29	15
30	14
31	16
32	17
33	14
34	17
35	16
36	18
37	19
38	19
39	20
40	20
41	20
42	20
43	20
44	21
45	22
46	22
47	22
48	22
49	23
50	23
51	24
52	25
53	26
54	27
55	28
56	28
57	28
58	28
59	28
60	28
61	28
62	28
63	28
64	28
65	29
66	28
67	28
68	28
69	30
70	31
71	32
72	33
73	33
74	33
75	33
76	33
77	33
78	33
79	33
80	33
81	34
82	34
83	35
84	34
85	34
86	36
87	36
88	36
89	37
90	38
91	38
92	39
93	39
94	40
95	41
96	42
97	42
98	42
99	43
100	43
101	44
102	45
103	45
104	46
105	47
106	47
107	48
108	48
109	49
110	49
111	50
112	51
113	51
114	52
115	52
116	52
117	53
118	53
119	53
120	54
121	54
122	55
123	54
124	54
125	54
126	55
127	54
128	56
129	57
130	58
131	59
132	59
133	59
134	59
135	60
136	61
137	62
138	63
139	62
140	62
141	62
142	64
143	64
144	65
145	66
146	65
147	64
148	66
149	67
150	68
151	69
152	69
153	69
154	70
155	71
156	72
157	73
158	74
159	75
160	75
161	76
162	77
163	78
164	77
165	79
166	80
167	81
168	82
169	83
170	83
171	84
172	85
173	86
174	86
175	87
176	88
177	89
178	90
179	90
180	91
181	92
182	93
183	94
184	94
185	94
186	94
187	94
188	95
189	96
190	97
191	97
192	98
193	99
194	100
195	101
196	102
197	102
198	103
199	104
200	105
201	106
202	107
203	107
204	108
205	109
206	109
207	110
208	111
209	112
210	113
211	114
212	115
213	116
214	116
215	117
216	116
217	116
218	118
219	119
220	119
221	120
222	120
223	121
224	121
225	122
226	123
227	123
228	124
229	125
230	126
231	126
232	127
233	128
234	129
235	127
236	130
237	131
238	132
239	133
240	131
241	133
242	133
243	133
244	134
245	135
246	136
247	137
248	138
249	139
250	139
251	139
252	139
253	140
254	140
255	140
256	141
257	142
258	143
259	144
260	145
261	146
262	147
263	147
264	145
265	148
266	149
267	149
268	149
269	150
270	150
271	151
272	152
273	151
274	151
275	151
276	151
277	151
278	151
279	153
280	154
281	155
282	156
283	157
284	157
285	158
286	159
287	160
288	161
289	162
290	162
291	162
292	163
293	164
294	164
295	165
296	166
297	166
298	167
299	167
300	168
301	168
302	168
303	169
304	170
305	171
306	172
307	172
308	172
309	172
310	172
311	173
312	174
313	175
314	176
315	176
316	176
317	176
318	177
319	177
320	178
321	177
322	179
323	180
324	181
325	180
326	182
327	183
328	183
329	184
330	183
331	185
332	186
333	185
334	187
335	187
336	188
337	188
338	188
339	189
340	190
341	190
342	191
343	192
344	191
345	192
346	193
347	194
348	195
349	196
350	196
351	197
352	198
353	198
354	197
355	199
356	197
357	197
358	198
359	197
360	197
361	197
362	197
363	198
364	197
365	197
366	200
367	201
368	202
369	201
370	201
371	203
372	204
373	205
374	206
375	207
376	207
377	208
378	209
379	210
380	210
381	211
382	212
383	213
384	214
385	214
386	215
387	216
388	217
389	217
390	218
391	219
392	220
393	221
394	221
395	221
396	222
397	223
398	224
399	225
400	224
401	226
402	227
403	228
404	228
405	228
406	228
407	229
408	230
409	230
410	231
411	230
412	232
413	231
414	230
415	233
416	234
417	234
418	234
419	235
420	236
421	237
422	238
423	239
424	239
425	239
426	239
427	240
428	241
429	241
430	242
431	243
432	243
433	243
434	243
435	243
436	243
437	243
438	243
439	243
440	243
441	243
442	243
443	243
444	243
445	243
446	243
447	243
448	243
449	243
450	243
451	243
452	243
453	243
454	243
455	243
456	243
457	244
458	244
459	244
460	244
461	244
462	244
463	244
464	245
465	246
466	247
467	247
468	248
469	249
470	250
471	251
472	249
473	252
474	253
475	253
476	253
477	254
478	253
479	254
480	253
481	253
482	255
483	256
484	257
485	257
486	257
487	258
488	259
489	260
490	261
491	262
492	262
493	262
494	262
495	262
496	261
497	261
498	261
499	261
500	261
501	262
502	261
503	261
504	261
505	261
506	261
507	261
508	263
509	263
510	264
511	265
512	266
513	267
514	267
515	268
516	267
517	268
518	269
519	270
520	267
521	268
522	270
523	270
524	268
525	271
526	270
527	272
528	272
529	272
530	273
531	274
532	274
533	274
534	275
535	276
536	277
537	278
538	279
539	279
540	279
541	277
542	279
543	280
544	279
545	278
546	277
547	281
548	282
549	283
550	284
551	284
552	283
553	283
554	283
555	283
556	285
557	286
558	287
559	288
560	289
561	290
562	290
